@USER @USER Yeah he is	NOT	@USER @USER Yeah he is
@USER @USER @USER @USER @USER Thank you . If you think something is not strict enough regarding our current gun control laws then due tell . But I have a feeling you have no clue what our current gun laws are and you just hoped on to the ban trolly	NOT	@USER @USER @USER @USER @USER Thank you. If you think something is not strict enough regarding our current gun control laws then due tell. But I have a feeling you have no clue what our current gun laws are and you just hoped on to the ban trolly
@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him	OFF	@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him
@USER @USER @USER @USER @USER No it's not . Too many people in and around government want to asset strip the NHS and sell it off to profiteers on an ideological whim . That they're doing this against the will of the British people smacks of arrogance and greed .	NOT	@USER @USER @USER @USER @USER No it's not.  Too many people in and around government want to asset strip the NHS and sell it off to profiteers on an ideological whim. That they're doing this against the will of the British people smacks of arrogance and greed.
@USER @USER Libertarians and conservatives working together to achieve authoritarianism ... shock . The name PPC ( similar to PRC ) sure was a good choice for them .	NOT	@USER @USER Libertarians and conservatives working together to achieve authoritarianism...shock.  The name PPC (similar to PRC) sure was a good choice for them.
@USER You need to see a doctor my man	NOT	@USER You need to see a doctor my man
@USER Lol it's funny because it's like gun control .... it doesn't work	NOT	@USER Lol it's funny because it's like gun control....it doesn't work
@USER endorses felons " ah yes and who are felons most likely to be ???? this shit reminds of when bernie said Chicago was " different " to Vermont in regards to what gun control was needed . "	OFF	@USER endorses felons" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was "different" to Vermont in regards to what gun control was needed."
@USER But the orange preferred to send the hospital boat away and now she is standing empty . It could have saved many people . Fuck @USER	OFF	@USER But the orange preferred to send the hospital boat away and now she is standing empty. It could have saved many people. Fuck@USER
6Lack just made it on my sex playlist 😭 😭 🔥 🔥 baby wam wherever you are get ready to get pregnant cause wow 😭 😭 🔥	NOT	6Lack just made it on my sex playlist 😭  😭  🔥  🔥 baby wam wherever you are get ready to get pregnant cause wow 😭  😭  🔥
@USER @USER He can admit that 3000 Americans died on his watch . You should remind him he is President of all of us .	NOT	@USER @USER He can admit that 3000 Americans died on his watch. You should remind him he is President of all of us.
@USER @USER when you have politicians running on concepts like “ sanctuary cities ” .... what do you expect . They should all be sued for aiding and abetting .	NOT	@USER @USER when you have politicians running on concepts like “sanctuary cities”.... what do you expect. They should all be sued for aiding and abetting.
@USER . @USER writes this vile garbage then she points to the comments and goes on @USER talking about “ those mean Liberals were picking on me . ” They always play the victim card after they bully someone . Hannity does this a LOT !	NOT	@USER .@USER writes this vile garbage then she points to the comments and goes on @USER talking about “those mean Liberals were picking on me.”  They always play the victim card after they bully someone. Hannity does this a LOT!
Energy Independence : A ' bi-product ' of Donald Trump's relentless pursuit to #MAGA ! URL	NOT	Energy Independence: A 'bi-product' of Donald Trump's relentless pursuit to #MAGA! URL
@USER @USER @USER @USER @USER gun control has nothing to do with taking away rights " As long as you agree to the stipulations you put in place . "	NOT	@USER @USER @USER @USER @USER gun control has nothing to do with taking away rights"  As long as you agree to the stipulations you put in place."
. @USER spoke about a migrant found to be a member of #Islamic State , telling @USER viewers We don't want her here " as he makes his case for swift deportation of convicted terrorists URL #auspol #saparli #adelaide #abetterway URL	NOT	.@USER spoke about a migrant found to be a member of #Islamic State, telling @USER viewers We don't want her here" as he makes his case for swift deportation of convicted terrorists URL #auspol #saparli #adelaide #abetterway URL
@USER @USER @USER @USER @USER No . I mean parasite in the sense of private companies being an unnecessary and universally-unwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy .	OFF	@USER @USER @USER @USER @USER No.   I mean parasite in the sense of private companies being an unnecessary  and universally-unwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy.
@USER She said she is half Eastern Orthodox ... so I dunno ... an opportunity to educate myself	NOT	@USER She said she is half Eastern Orthodox... so I dunno... an opportunity to educate myself
@USER yeah and conservatives work in real industries like coal mines/ oil rigs duhh	NOT	@USER yeah and conservatives work in real industries like coal mines/ oil rigs duhh
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't we all ! 🙏	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't we all! 🙏
@USER All this tape proves is that @USER was always out to get a paycheck and to sabotage the one person who actually gave her a chance . Who tape records conversations in the White House ??? Only someone looking to sell it later . She’s a snake	OFF	@USER All this tape proves is that @USER was always out to get a paycheck and to sabotage the one person who actually gave her a chance.  Who tape records conversations in the White House??? Only someone looking to sell it later. She’s a snake
@USER imagine unironically believing that liberals support antifa	NOT	@USER imagine unironically believing that liberals support antifa
@USER @USER #JOKE - #patrickmouratoglou blatantly used hand signals - He also cheated on his wife with #Serena - @USER got caught and went defensive manipulative entitled sideways - The story isn't about #race #gender #equality - It's about #cheating #ACCOUNTABILITY	NOT	@USER @USER #JOKE - #patrickmouratoglou blatantly used hand signals - He also cheated on his wife with #Serena - @USER got caught and went defensive manipulative entitled sideways - The story isn't about #race #gender #equality - It's about #cheating #ACCOUNTABILITY
@USER @USER 3 years mate !!!	NOT	@USER @USER 3 years mate!!!
@USER Another tweet to prove even further that he is a pure narcissistic sociopath !! America deserves better & we need to demand better .	NOT	@USER Another tweet to prove even further that he is a pure narcissistic sociopath!! America deserves better &amp; we need to demand better.
@USER God help us all	NOT	@USER God help us all
@USER @USER I have . Its horse dung . She can't remember when and where . It comes out at the last second . Her parents lost a foreclosure case where his Mom was the judge she is a hardcore anti Trump liberal the #MeToo is turning into BLM ANTIFA and there is 0 due process	NOT	@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process
@USER @USER Everybody Talks About the Weather . . . We Don't: We confront them when we make sure that what doesn't suit us never happens again . Don’t blather that it is too violence . The action #AntiFa is not crocheting doilies !	NOT	@USER @USER Everybody Talks About the Weather . . . We Don't: We confront them when we make sure that what doesn't suit us never happens again. Don’t blather that it is too violence. The action #AntiFa is not crocheting doilies!
@USER @USER @USER She is !! Have you seen her tweets lately ??	NOT	@USER @USER @USER She is!! Have you seen her tweets lately??
@USER @USER @USER @USER If you are running a top 3 offense every year & still get fired from Pitt there are concerns . As talented as he is players don’t like playing for him you have to have balance can’t be in your face 24/7	NOT	@USER @USER @USER @USER If you are running a top 3 offense every year &amp; still get fired from Pitt there are concerns. As talented as he is players don’t like playing for him you have to have balance can’t be in your face 24/7
@USER I don’t trust Kanye right now . I might not like that shit .	OFF	@USER I don’t trust Kanye right now. I might not like that shit.
@USER What do you like to do when you are with your family ? #AskAlly	NOT	@USER What do you like to do when you are with your family? #AskAlly
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER True they raided a Antifa bomb factory in Germany !	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER True they raided a Antifa bomb factory in Germany!
#MRU in the media | Liberal MP crosses floor to join conservatives via @USER #CdnPoli URL	NOT	#MRU in the media | Liberal MP crosses floor to join conservatives  via @USER #CdnPoli URL
@USER Fuck yeah !	OFF	@USER Fuck yeah!
@USER @USER Anything against a conservative must be believed . Liberals get a pass .	NOT	@USER @USER Anything against a conservative must be believed. Liberals get a pass.
